dataset_id,task_name,agent,model,reward,success,duration_seconds,input_tokens,output_tokens,cache_tokens,cost_cents,trial_name,trial_id,has_steps,step_count,agent_step_count,tool_call_count,shell_tool_calls,read_tool_calls,edit_tool_calls,plan_tool_calls,other_tool_calls,first_tool_step,first_shell_step,first_read_step,first_edit_step,first_plan_step,pre_edit_tool_calls,category_switch_rate,longest_same_category_run,repeated_tool_command_rate,tool_category_entropy,command_intent_entropy,intent_switch_rate,failed_tool_call_count,failure_rate,first_failure_step,post_failure_tool_calls,post_failure_intent_entropy,inspect_intent_calls,search_intent_calls,read_intent_calls,edit_intent_calls,test_intent_calls,build_intent_calls,dependency_intent_calls,run_intent_calls,plan_intent_calls,finish_intent_calls,control_intent_calls,other_intent_calls
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,claude-opus-4-5-20251101@anthropic,0.0,False,534.469970703125,,,,0.0,adaptive-rejection-sampler__8Mm5WbC,d4ff4cc0-b631-4ff3-8c14-4fd3d71010db,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,claude-opus-4-5-20251101@anthropic,0.0,False,573.291015625,,,,0.0,adaptive-rejection-sampler__DgabGmU,13591200-5477-44e7-a596-d5745429c6d7,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,claude-opus-4-5-20251101@anthropic,0.0,False,473.239990234375,,,,0.0,adaptive-rejection-sampler__YSuAABx,499e0d64-a0f3-4517-b8e3-e48f85cd589b,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,claude-opus-4-5-20251101@anthropic,0.0,False,734.6500244140625,,,,0.0,adaptive-rejection-sampler__oKhn8i3,95045282-3814-4354-a12a-94cd7445c2dc,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,claude-opus-4-5-20251101@anthropic,0.0,False,442.843994140625,,,,0.0,adaptive-rejection-sampler__xyqGQkC,708e22ef-02d3-4603-9bb9-fdb060c50982,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,claude-opus-4-6@anthropic,0.0,False,520.7769775390625,,,,0.0,adaptive-rejection-sampler__2Kz28j9,003a12bc-d1ef-4ce5-b400-9f7def09259e,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,claude-opus-4-6@anthropic,0.0,False,504.010009765625,,,,0.0,adaptive-rejection-sampler__MGd4MPt,8bfde483-863b-4608-b4d9-6b9d33e910b7,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,claude-opus-4-6@anthropic,0.0,False,354.14801025390625,,,,0.0,adaptive-rejection-sampler__hoFrxh3,964dda74-0e23-4fa4-9e65-46c86a2c9690,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,claude-opus-4-6@anthropic,0.0,False,943.18798828125,,,,0.0,adaptive-rejection-sampler__pqQpfmr,5c3d032c-a10f-41f3-b770-bff1a227cf98,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,claude-opus-4-6@anthropic,0.0,False,778.5130004882812,,,,0.0,adaptive-rejection-sampler__zYLwytj,988f10dd-8b14-4011-b842-5eec4ceb5cb3,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,gemini-3-pro-preview@google,0.0,False,247.85800170898438,,,,0.0,adaptive-rejection-sampler__Pqyh7Zv,23ac1fc4-8d3a-4804-b759-6f217fec7ad5,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,gemini-3-pro-preview@google,0.0,False,348.7569885253906,,,,0.0,adaptive-rejection-sampler__STx8z5X,9ca7d64a-363f-43c8-b4eb-fc962d668485,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,gemini-3-pro-preview@google,1.0,True,300.0190124511719,,,,0.0,adaptive-rejection-sampler__Y4WE5EJ,d383650f-95c8-4033-99c4-c3ba40477ff8,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,gemini-3-pro-preview@google,1.0,True,423.17401123046875,,,,0.0,adaptive-rejection-sampler__oTkuQy8,84b5fb23-3293-4277-ac6c-b4b71e19fa40,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,gemini-3-pro-preview@google,1.0,True,252.9770050048828,,,,0.0,adaptive-rejection-sampler__xvMsih8,1b826761-8a5e-4177-8ec0-326e67365f0e,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,gpt-5.2@openai,1.0,True,936.5759887695312,,,,0.0,adaptive-rejection-sampler__J3iWgzR,54bc5ae4-d0bb-4b2a-8a31-6459a5444abc,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,gpt-5.2@openai,1.0,True,747.5709838867188,,,,0.0,adaptive-rejection-sampler__Z4TQFdR,a476c1cd-6fd5-4fc8-8b03-e848c5762ea3,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,gpt-5.2@openai,1.0,True,810.510986328125,,,,0.0,adaptive-rejection-sampler__cqjjr5g,1eefb20d-558d-432c-a1a5-6c3ec049fdfd,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,gpt-5.2@openai,0.0,False,936.0700073242188,,,,0.0,adaptive-rejection-sampler__pfbMuLv,ba376a46-0a34-4474-a9d5-31a9bb6e72f6,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,gpt-5.2@openai,1.0,True,936.60400390625,,,,0.0,adaptive-rejection-sampler__qWHATM8,9dbd7eb5-95b8-4d6e-a76a-85a0f6e1fbd6,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,gpt-5.3-codex@openai,1.0,True,456.1210021972656,,,,0.0,adaptive-rejection-sampler__PUtpRB9,43cacb1f-9d72-4d52-9f0a-14724d882a3f,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,gpt-5.3-codex@openai,1.0,True,566.4970092773438,,,,0.0,adaptive-rejection-sampler__RJ62BTk,635727be-fe8e-4419-b121-f9daf071ee33,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,gpt-5.3-codex@openai,1.0,True,590.7639770507812,,,,0.0,adaptive-rejection-sampler__WMtfbck,22fe2a88-4f62-42ef-a4c4-d01a971cc0e9,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,gpt-5.3-codex@openai,1.0,True,548.5380249023438,,,,0.0,adaptive-rejection-sampler__jjGmSp9,0c949e8e-8bec-4a3a-b07a-c40d1adec4ef,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Factory Droid,gpt-5.3-codex@openai,1.0,True,439.00299072265625,,,,0.0,adaptive-rejection-sampler__qspxa2D,dbb37f24-7696-4414-9bc9-e0dba381b6ff,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
yoonholee/terminalbench-trajectories,adaptive-rejection-sampler,Junie,gemini-3-flash-preview@gemini,0.0,False,235.91799926757812,,,,0.0,adaptive-rejection-sampler__KQdTSzc,ee8bb4e5-21ea-48e8-ab52-796e9852d028,False,0,0,0,0,0,0,0,0,,,,,,,,0,,,,,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0
